MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
 Fuller House,(2016–2020),"
Comedy, Family            ",7.6,"
Matt and Gia need DJ to notarize their marriage license even though Rocki objects, Gia gets invited to have a Mom's Night Out with Steph, DJ and Kimmy, the guys have a Dudes Night In while the girls are out","
    Director:
Christian Jensen
| 
    Stars:
Candace Cameron Bure, 
Jodie Sweetin, 
Andrea Barber, 
Michael Campion
",184,,
 Fuller House,(2016–2020),"
Comedy, Family            ",7.8,"
DJ and Jackson bond through a video game which was DJ's secret until a face to face playoff and the grand reopening of Uncle Monty's runs into a bunch of snags","
    Director:
Dave Coulier
| 
    Stars:
Candace Cameron Bure, 
Jodie Sweetin, 
Andrea Barber, 
Michael Campion
",181,,
 Fuller House,(2016–2020),"
Comedy, Family            ",7.3,"
The Mayor of San Francisco needs a house call to cure her bird, Ethan is invited to participate in Gibbler Game Night, Steph contemplates her future as mother of Dani","
    Director:
Richard Correll
| 
    Stars:
Candace Cameron Bure, 
Jodie Sweetin, 
Andrea Barber, 
Michael Campion
",172,,
 Fuller House,(2016–2020),"
Comedy, Family            ",8.0,"
After Steve tells DJ that he has signed her up for a DJ's Amazing Race- Birthday Edition, Steph and Kimmy think he is about to propose to her, Jackson and Max try to teach five-year-old Tommy how to be a guy with dire consequences","
    Director:
Mark Cendrowski
| 
    Stars:
Candace Cameron Bure, 
Jodie Sweetin, 
Andrea Barber, 
Michael Campion
",174,,
 Fuller House,(2016–2020),"
Comedy, Family            ",7.5,"
Ramona introduces Rocki to Ethan and she suspects that they already know each other, Lisa Loeb turns up in DJ and Matt's veterinary clinic which draws Steph to get Lisa to listen to a song she wrote","
    Director:
Candace Cameron Bure
| 
    Stars:
Candace Cameron Bure, 
Jodie Sweetin, 
Andrea Barber, 
Michael Campion
",183,,
 Fuller House,(2016–2020),"
Comedy, Family            ",8.6,"
DJ and Steph help Fernando with his re-proposal to Kimmy sending Kimmy to the Emergency Room and Jimmy loses the engagement ring. A surprise happens.","
    Director:
Richard Correll
| 
    Stars:
Candace Cameron Bure, 
Jodie Sweetin, 
Andrea Barber, 
Michael Campion
",241,,
 The Expanding Universe of Ashley Garcia,(2020),"
Comedy            ",7.1,"
Ashley's journey begins as she settles in with Tío Victor, reconnects with an old friend and attempts to dabble in romance for better or worse.","
    Director:
Jody Margolin Hahn
| 
    Stars:
Paulina Chávez, 
Conor Husting, 
Bella Podaras, 
Reed Horstmann
",28,,
 The Expanding Universe of Ashley Garcia,(2020),"
Comedy            ",7.2,"
Brooke invites Ashley to a girls' night full of gossip, glamour and occasional panic. Elsewhere, Tío Victor recruits Stick for an impromptu mission.","
    Director:
Jonathan Judge
| 
    Stars:
Paulina Chávez, 
Conor Husting, 
Bella Podaras, 
Reed Horstmann
",28,,
 The Expanding Universe of Ashley Garcia,(2020),"
Comedy            ",7.4,"
On the heels of fresh heartache, Ashley looks to Brooke for guidance, Tío Victor struggles with his words and Stick lends a helping hand.","
    Director:
Jody Margolin Hahn
| 
    Stars:
Paulina Chávez, 
Conor Husting, 
Bella Podaras, 
Reed Horstmann
",26,,
 The Expanding Universe of Ashley Garcia,(2020),"
Comedy            ",7.5,"
Stick searches for an out after Tad volunteers to be his Quiz Bowl partner. Meanwhile, Tío Victor takes an interest in one of Ashley's mentors.","
    Director:
Jody Margolin Hahn
| 
    Stars:
Paulina Chávez, 
Conor Husting, 
Bella Podaras, 
Reed Horstmann
",25,,
 The Expanding Universe of Ashley Garcia,(2020),"
Comedy            ",7.0,"
Tío Victor works on his image for a Sports Illustrated interview; Stick shares some peculiar research; Ashley struggles with her feelings for Tad.","
    Director:
Eva Longoria
| 
    Stars:
Paulina Chávez, 
Conor Husting, 
Bella Podaras, 
Reed Horstmann
",25,,
 The Expanding Universe of Ashley Garcia,(2020),"
Comedy            ",7.7,"
After Brooke fails to show support, Ashley forges a new bond. Victor and Ava make a secret plan. Stick's feelings become a topic of discussion.","
    Director:
Eva Longoria
| 
    Stars:
Paulina Chávez, 
Conor Husting, 
Bella Podaras, 
Reed Horstmann
",25,,
 The Expanding Universe of Ashley Garcia,(2020),"
Comedy            ",7.5,"
As Tad battles a mysterious injury, Victor preps for Ava's next chapter. Stick agrees to help Brooke with a project - and Ashley's feelings evolve.","
    Director:
Melissa Joan Hart
| 
    Stars:
Paulina Chávez, 
Conor Husting, 
Bella Podaras, 
Reed Horstmann
",27,,
 The Expanding Universe of Ashley Garcia,(2020),"
Comedy            ",8.1,"
Go to Ashley indulges in glitz and glam when she attends the Fall Ball dance. But who will be there date? Elsewhere, Victor revisits an old passion.","
    Director:
Jeff Melman
| 
    Stars:
Paulina Chávez, 
Conor Husting, 
Bella Podaras, 
Reed Horstmann
",30,,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",7.7,"
The search for a dimensional key leads the Crimson Light to Ash's home planet. HUE hosts a bachelor party for an unexpected visitor.","
    Directors:
Ben Bjelajac, 
Anne Walker Farrell
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",731,21,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",9.0,"
A collision with space time traps half of the Crimson Light in a perilous other dimension.","
    Director:
Ben Bjelajac
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",941,21,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",8.1,"
Gary reconnects with the mother who abandoned him; Mooncake misses Gary's attention.","
    Directors:
Ben Bjelajac, 
Yoriaki Mochizuki
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",714,21,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",8.0,"
When Mooncake is mysteriously taken from the Crimson Light, the crew must find him in the nether reaches of space. Meanwhile, Tribore rebuilds the resistance.","
    Directors:
Ben Bjelajac, 
Anne Walker Farrell
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",662,21,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",8.0,"
Nightfall attempts to bring the past back to life, leaving the crew powerless against a pack of evil KVNs.","
    Director:
Ben Bjelajac
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",648,21,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",8.7,"
An unexpected trip through time provides a unique opportunity for the crew.","
    Directors:
Ben Bjelajac, 
Yoriaki Mochizuki
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",691,21,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",8.9,"
Gary discovers a way he may be able to communicate with Quinn; Tribore reconnects with a resistance fighter who has an ulterior motive.","
    Director:
Ben Bjelajac
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",728,21,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",7.6,"
Gary and crew search Galang 22 for Little Cato; Clarence, Fox and Ash pull off their greatest con; Sheryl's secrets come out.","
    Directors:
Ben Bjelajac, 
Anne Walker Farrell
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",598,21,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",8.2,"
An act of betrayal shakes the crew; Hue and Mooncake have a day out for themselves.","
    Directors:
Ben Bjelajac, 
Anne Walker Farrell
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",583,21,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",8.8,"
The search for the stolen dimensional keys leads the crew to a planet being sucked into the Dark Zone; Hue and Ava get closer.","
    Directors:
Ben Bjelajac, 
Yoriaki Mochizuki
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",622,21,
 Final Space,(2018– ),"
Animation, Action, Adventure            ",9.2,"
With the dimensional keys recovered, the crew travel to Inner Space where they finally try to free Bolo.","
    Director:
Ben Bjelajac
| 
    Stars:
Fred Armisen, 
Ashly Burch, 
Ron Funches, 
Tom Kenny
",806,21,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.0,"
In 2019, Jonas emerges from the cave into a different but not unfamiliar world: The town of Winden reeling from the recent disappearance of a young boy.","
    Director:
Baran bo Odar
| 
    Stars:
Hans Diehl, 
Jakob Diehl, 
Claude Heinrich, 
Louis Hofmann
","12,092",62,
 Aseudal Yeondaegi,(2019– ),"
Action, Drama, Fantasy            ",8.9,"
The villagers cast suspicion on Eunseom upon learning that he has dreams. Tanya questions her destiny. Tagon greets his men in an unlikely place.","
    Director:
Won Suk Kim
| 
    Stars:
Song Joong-ki, 
Kim Ji-Won, 
Jang Dong-Gun, 
Kim Ok-bin
",191,80,
 Family Business,(2019– ),"
Comedy            ",6.7,"
Joseph Hazan dreams of launching his own app, not taking over his dad's butcher shop. But a tip from an acquaintance gives him a flash of inspiration.","
    Director:
Igor Gotesman
| 
    Stars:
Jonathan Cohen, 
Gérard Darmon, 
Julia Piaton, 
Liliane Rovère
",105,21,
 Dead to Me,(2019– ),"
Comedy, Crime, Drama            ",7.9,"
As Jen and Judy grapple with the distressing events of the night before, Jen soon realizes that eyes, and ears, are everywhere in her neighborhood.","
    Director:
Liza Johnson
| 
    Stars:
Christina Applegate, 
Linda Cardellini, 
James Marsden, 
Sam McCarthy
","1,129",31,
 Aseudal Yeondaegi,(2019– ),"
Action, Drama, Fantasy            ",8.6,"
Add a Plot
","
    Director:
Won Suk Kim
| 
    Stars:
Song Joong-ki, 
Kim Ji-Won, 
Jang Dong-Gun, 
Kim Ok-bin
",157,80,
 Aseudal Yeondaegi,(2019– ),"
Action, Drama, Fantasy            ",8.9,"
Add a Plot
","
    Director:
Won Suk Kim
| 
    Stars:
Song Joong-ki, 
Kim Ji-Won, 
Jang Dong-Gun, 
Kim Ok-bin
",146,80,
 Aseudal Yeondaegi,(2019– ),"
Action, Drama, Fantasy            ",8.7,"
Add a Plot
","
    Director:
Won Suk Kim
| 
    Stars:
Song Joong-ki, 
Kim Ji-Won, 
Jang Dong-Gun, 
Kim Ok-bin
",136,80,
 Aseudal Yeondaegi,(2019– ),"
Action, Drama, Fantasy            ",8.8,"
Add a Plot
","
    Director:
Won Suk Kim
| 
    Stars:
Song Joong-ki, 
Kim Ji-Won, 
Jang Dong-Gun, 
Kim Ok-bin
",139,80,
 The Sinner,(2017– ),"
Crime, Drama, Mystery            ",7.5,"
Detective Ambrose investigates a tragic yet suspicious car accident on the outskirts of Dorchester.","
    Director:
Adam Bernstein
| 
    Stars:
Bill Pullman, 
Jessica Hecht, 
Parisa Fitz-Henley, 
Eddie Martinez
","1,669",49,
 The 100,(2014–2020),"
Drama, Mystery, Sci-Fi            ",8.3,"
Echo and Gabriel learn more about Hope and her mysterious past.","
    Director:
Dean White
| 
    Stars:
Eliza Taylor, 
Bob Morley, 
Marie Avgeropoulos, 
Lindsey Morgan
","2,040",42,
 Lucifer,(2016–2021),"
Crime, Drama, Fantasy            ",8.2,"
Lucifer toys with a murder victim while Chloe and Maze investigate the death. Meanwhile, Amenadiel cleans up the club, and Linda mothers a genius.","
    Director:
Eagle Egilsson
| 
    Stars:
Tom Ellis, 
Lauren German, 
Kevin Alejandro, 
D.B. Woodside
","3,620",51,
 The 100,(2014–2020),"
Drama, Mystery, Sci-Fi            ",7.6,"
As Raven faces an unexpected threat, Clarke must keep the peace among opposing factions in Sanctum.","
    Director:
Tim Scanlan
| 
    Stars:
Eliza Taylor, 
Bob Morley, 
Marie Avgeropoulos, 
Lindsey Morgan
","1,791",42,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.0,"
Clausen and Charlotte interview Regina. The Stranger takes Hannah to 1987, where Claudia has an unnerving encounter and Egon visits an old nemesis.","
    Director:
Baran bo Odar
| 
    Stars:
Louis Hofmann, 
Daan Lennard Liebrenz, 
Anne Ratte-Polle, 
Julika Jenkins
","10,355",54,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.2,"
In 1954, a missing Helge returns, but he'll only speak to Noah. In 1987, Claudia brings the time machine to Tannhaus, and Egon questions Ulrich again.","
    Director:
Baran bo Odar
| 
    Stars:
Tom Philipp, 
Mark Waschke, 
Luise Heyer, 
Antje Traue
","10,279",56,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.5,"
Jonas meets an ominous figure. While the kids comb the cave for answers, the adults gather in the bunker to share what they know about the travelers.","
    Director:
Baran bo Odar
| 
    Stars:
Louis Hofmann, 
Helena Pieske, 
Lisa Vicari, 
Sylvester Groth
","11,202",60,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.3,"
In 1987, Ulrich seizes an opportunity. The kids return to the cave with the time machine, and Jonas learns of a loophole that could change the future.","
    Director:
Baran bo Odar
| 
    Stars:
Lisa Vicari, 
Andreas Pietschmann, 
Louis Hofmann, 
Dietrich Hollinderbäumer
","10,274",56,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.6,"
Armed with a plan to prevent the apocalypse, Jonas travels to 2019. During the Nielsens' anniversary party, Ulrich sneaks off with Hannah.","
    Director:
Baran bo Odar
| 
    Stars:
Louis Hofmann, 
Sebastian Rudolph, 
Maja Schöne, 
Lisa Vicari
","12,621",54,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.3,"
Martha meets the Stranger and learns his true identity. Claudia tries to prevent Egon's death in 1987. Hannah travels to 1954 to see Ulrich.","
    Director:
Baran bo Odar
| 
    Stars:
Dietrich Hollinderbäumer, 
Lisa Vicari, 
Andreas Pietschmann, 
Maja Schöne
","10,209",58,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.5,"
On the day of the apocalypse, Clausen executes a search warrant at the power plant as Jonas and Claudia use the time machine to connect past and future.","
    Director:
Baran bo Odar
| 
    Stars:
Sandra Borgmann, 
Karoline Eichhorn, 
Carlotta von Falkenhayn, 
Stephan Kampwirth
","12,762",57,
 The 100,(2014–2020),"
Drama, Mystery, Sci-Fi            ",8.1,"
Mysterious outsiders arrive with news of Clarke's missing people.","
    Director:
Diana Valentine
| 
    Stars:
Eliza Taylor, 
Bob Morley, 
Marie Avgeropoulos, 
Lindsey Morgan
","1,757",42,
 Supergirl,(2015–2021),"
Action, Adventure, Drama            ",6.6,"
Supergirl, Alex and Brainiac thwart an alien attack while William investigates Kara; J'onn J'onzz and Kelly use Obsidian tech to solve a problem.","
    Director:
David McWhirter
| 
    Stars:
Melissa Benoist, 
Mehcad Brooks, 
Chyler Leigh, 
Katie McGrath
","1,200",42,
 I Am Not Okay with This,(2020),"
Comedy, Drama, Fantasy            ",7.4,"
When her best friend (and secret crush) hooks up with a crude jock, Syd seethes with anger - and her feelings boil over in startling ways.","
    Director:
Jonathan Entwistle
| 
    Stars:
Sophia Lillis, 
Wyatt Oleff, 
Sofia Bryant, 
Kathleen Rose Perkins
","1,747",19,
 I Am Not Okay with This,(2020),"
Comedy, Drama, Fantasy            ",7.6,"
After Dina ditches her for Brad, Syd spends the afternoon with Stan - and learns there's more to him than she thought.","
    Director:
Jonathan Entwistle
| 
    Stars:
Sophia Lillis, 
Wyatt Oleff, 
Sofia Bryant, 
Kathleen Rose Perkins
","1,610",20,
